username,timestamp,cpu,ram,disco
Thiago,2026-08-20 11:14:24,7.7,76.0,65.8
Thiago,2026-08-20 11:14:34,4.2,75.8,65.8
Thiago,2026-08-20 11:14:44,8.2,73.6,65.8
Thiago,2026-08-20 11:14:54,3.5,73.7,65.8
Thiago,2026-08-20 11:15:04,3.5,76.5,65.8
Thiago,2026-08-20 11:15:14,5.8,76.1,65.8
Thiago,2026-08-20 11:15:24,1.5,76.0,65.8
Thiago,2026-08-20 11:15:34,5.0,73.3,65.8
Thiago,2026-08-20 11:15:44,5.0,73.3,65.8
Thiago,2026-08-20 11:15:54,1.6,73.3,65.8
Thiago,2026-08-20 11:16:04,0.8,73.2,65.8
Thiago,2026-08-20 11:16:14,1.5,73.3,65.8
Thiago,2026-08-20 11:16:24,3.9,73.2,65.8
Thiago,2026-08-20 11:16:34,86.4,77.9,65.8
Thiago,2026-08-20 11:16:44,3.5,76.1,65.8
Thiago,2026-08-20 11:16:54,8.5,76.1,65.8
Thiago,2026-08-20 11:17:04,4.6,75.4,65.8
Thiago,2026-08-20 11:17:14,2.3,75.3,65.8
Thiago,2026-08-20 11:17:24,5.0,75.3,65.8
Thiago,2026-08-20 11:17:34,1.6,75.1,65.8
Thiago,2026-08-20 11:17:44,4.7,73.0,65.8
Thiago,2026-08-20 11:17:54,2.4,73.0,65.8
Thiago,2026-08-20 11:18:04,2.3,75.9,65.8
Thiago,2026-08-20 11:18:14,2.3,75.8,65.8
Thiago,2026-08-20 11:18:24,13.3,77.3,65.8
Thiago,2026-08-20 11:18:34,2.3,74.5,65.8
Thiago,2026-08-20 11:18:44,26.0,74.5,65.8
Thiago,2026-08-20 11:18:54,5.8,74.2,65.8
Thiago,2026-08-20 11:19:04,5.8,73.5,65.8
Thiago,2026-08-20 11:19:14,3.8,76.0,65.8
Thiago,2026-08-20 11:19:24,5.4,75.9,65.8
Thiago,2026-08-20 11:19:34,0.8,75.9,65.8
Thiago,2026-08-20 11:19:44,3.1,75.2,65.8
Thiago,2026-08-20 11:19:54,2.3,73.1,65.8
Thiago,2026-08-20 11:20:04,1.6,73.1,65.8
Thiago,2026-08-20 11:20:14,1.6,73.0,65.8
Thiago,2026-08-20 11:20:24,1.6,73.0,65.8
Thiago,2026-08-20 11:20:34,4.7,73.1,65.8
Thiago,2026-08-20 11:20:44,3.9,73.1,65.8
Thiago,2026-08-20 11:20:54,27.0,73.5,65.8
Thiago,2026-08-20 11:21:04,23.2,73.5,65.8
Thiago,2026-08-20 11:21:14,10.9,73.3,65.8
Thiago,2026-08-20 11:21:24,31.9,73.4,65.8
Thiago,2026-08-20 11:21:34,47.3,77.9,65.8
Thiago,2026-08-20 11:21:44,3.5,76.5,65.8
Thiago,2026-08-20 11:21:54,7.8,72.8,65.8
Thiago,2026-08-20 11:22:04,2.7,72.7,65.8
Thiago,2026-08-20 11:22:14,6.6,72.6,65.8
Thiago,2026-08-20 11:22:24,1.2,72.6,65.8
Thiago,2026-08-20 11:22:34,2.8,73.5,65.8
Thiago,2026-08-20 11:22:44,3.5,73.3,65.8
Thiago,2026-08-20 11:22:54,1.6,73.3,65.8
Thiago,2026-08-20 11:23:04,1.6,72.6,65.8
Thiago,2026-08-20 11:23:14,0.8,72.6,65.8
Thiago,2026-08-20 11:23:24,3.1,72.6,65.8
Thiago,2026-08-20 11:23:34,6.2,70.7,65.8
Thiago,2026-08-20 11:23:44,1.9,70.8,65.8
Thiago,2026-08-20 11:23:54,99.6,72.4,65.8
Thiago,2026-08-20 11:24:04,43.2,73.7,65.8
Thiago,2026-08-20 11:24:14,76.2,74.8,65.8
Thiago,2026-08-20 11:24:24,100.0,77.5,65.8
Thiago,2026-08-20 11:24:34,65.5,79.5,65.8
Thiago,2026-08-20 11:24:44,29.9,78.8,65.8
Thiago,2026-08-20 11:24:54,29.8,78.8,65.8
Thiago,2026-08-20 11:25:04,27.2,79.4,65.8
Thiago,2026-08-20 11:25:14,29.5,80.5,65.8
Thiago,2026-08-20 11:25:24,27.9,81.4,65.8
Thiago,2026-08-20 11:25:34,95.1,82.7,65.9
Thiago,2026-08-20 11:25:44,25.5,78.5,65.9
Thiago,2026-08-20 11:25:54,10.3,78.0,65.9
Thiago,2026-08-20 11:26:05,26.8,77.2,65.9
Thiago,2026-08-20 11:26:15,30.0,76.2,65.9
Thiago,2026-08-20 11:26:25,26.4,77.2,65.9
Thiago,2026-08-20 11:26:35,95.0,81.5,65.9
Thiago,2026-08-20 11:26:45,24.5,79.9,65.9
Thiago,2026-08-20 11:26:55,27.1,83.5,65.9
Thiago,2026-08-20 11:27:05,60.7,74.8,65.9
Thiago,2026-08-20 11:27:15,68.6,76.3,65.9
Thiago,2026-08-20 11:27:25,80.5,77.3,65.9
Thiago,2026-08-20 11:27:35,37.3,78.9,65.9
Thiago,2026-08-20 11:27:45,39.6,78.9,65.9
Thiago,2026-08-20 11:27:55,37.4,78.7,65.9
Thiago,2026-08-20 11:28:05,25.6,80.2,65.9
Thiago,2026-08-20 11:28:15,34.6,83.0,65.9
Thiago,2026-08-20 11:28:25,80.8,83.2,65.9
Thiago,2026-08-20 11:28:35,70.3,84.2,65.9
Thiago,2026-08-20 11:28:45,94.7,85.4,65.9
Thiago,2026-08-20 11:28:55,55.8,85.0,65.9
Thiago,2026-08-20 11:29:05,98.2,82.9,65.9
Thiago,2026-08-20 11:29:15,66.5,82.4,65.9
Thiago,2026-08-20 11:29:25,46.5,81.6,65.9
Thiago,2026-08-20 11:29:35,100.0,84.2,65.9
Thiago,2026-08-20 11:29:45,84.8,84.3,65.9
Thiago,2026-08-20 11:29:55,58.9,84.1,65.9
Thiago,2026-08-20 11:30:05,54.4,83.5,65.9
Thiago,2026-08-20 11:30:15,26.9,83.2,65.9
Thiago,2026-08-20 11:30:25,25.7,81.0,65.9
Thiago,2026-08-20 11:30:35,31.9,81.0,65.9
Thiago,2026-08-20 11:30:45,28.8,81.0,65.9
Thiago,2026-08-20 11:30:55,30.8,81.0,65.9
Thiago,2026-08-20 11:31:05,28.2,81.0,65.9
Thiago,2026-08-20 11:31:15,31.9,81.1,65.9
Thiago,2026-08-20 11:31:25,61.1,80.2,65.9
Thiago,2026-08-20 11:31:35,99.6,84.6,65.9
Thiago,2026-08-20 11:31:45,3.5,81.5,65.9
Thiago,2026-08-20 11:31:55,3.5,80.7,65.9
Thiago,2026-08-20 11:32:05,4.3,79.6,65.9
Thiago,2026-08-20 11:32:15,6.2,79.0,65.9
Thiago,2026-08-20 11:32:25,56.4,79.2,65.9
Thiago,2026-08-20 11:32:35,5.1,78.7,65.9
Thiago,2026-08-20 11:32:45,1.2,77.9,65.9
Thiago,2026-08-20 11:32:55,8.2,77.2,65.9
Thiago,2026-08-20 11:33:05,3.8,74.7,65.9
Thiago,2026-08-20 11:33:15,10.9,74.8,65.9
Thiago,2026-08-20 11:33:25,1.9,77.1,65.9
Thiago,2026-08-20 11:33:35,3.1,76.7,65.9
Thiago,2026-08-20 11:33:45,2.3,76.2,65.9
Thiago,2026-08-20 11:33:55,4.7,73.4,65.9
Thiago,2026-08-20 11:34:05,2.3,73.3,65.9
Thiago,2026-08-20 11:34:15,1.9,73.2,65.9
Thiago,2026-08-20 11:34:25,2.0,73.0,65.9
Thiago,2026-08-20 11:34:35,5.7,72.8,65.9
Thiago,2026-08-20 11:34:45,2.3,72.7,65.9
Thiago,2026-08-20 11:34:55,3.1,75.3,65.9
Thiago,2026-08-20 11:35:05,4.7,75.0,65.9
Thiago,2026-08-20 11:35:15,3.9,74.9,65.9
Thiago,2026-08-20 11:35:25,52.7,74.1,65.9
Thiago,2026-08-20 11:35:35,46.9,74.2,65.9
Thiago,2026-08-20 11:35:45,34.2,72.1,65.9
Thiago,2026-08-20 11:35:55,33.2,72.1,65.9
Thiago,2026-08-20 11:36:05,33.1,71.9,65.9
Thiago,2026-08-20 11:36:15,33.2,71.9,65.9
Thiago,2026-08-20 11:36:25,32.9,71.8,65.9
Thiago,2026-08-20 11:36:35,80.2,75.5,65.9
Thiago,2026-08-20 11:36:45,3.5,74.5,65.9
Thiago,2026-08-20 11:36:55,20.6,73.2,65.9
Thiago,2026-08-20 11:37:05,2.3,73.1,65.9
Thiago,2026-08-20 11:37:15,3.9,73.1,65.9
Thiago,2026-08-20 11:37:25,69.8,73.7,65.9
Thiago,2026-08-20 11:37:35,5.9,73.9,65.9
Thiago,2026-08-20 11:37:45,5.8,73.8,65.9
Thiago,2026-08-20 11:37:55,10.9,73.2,65.9
Thiago,2026-08-20 11:38:05,0.8,71.2,65.9
Thiago,2026-08-20 11:38:15,9.4,74.4,65.9
Thiago,2026-08-20 11:38:25,5.4,74.2,65.9
Thiago,2026-08-20 11:38:35,2.7,74.0,65.9
Thiago,2026-08-20 11:38:45,6.5,73.4,65.9
Thiago,2026-08-20 11:38:55,4.3,71.4,65.9
Thiago,2026-08-20 11:39:05,2.7,71.4,65.9
Thiago,2026-08-20 11:39:15,4.2,71.4,65.9
Thiago,2026-08-20 11:39:25,5.8,71.4,65.9
Thiago,2026-08-20 11:39:35,5.4,71.4,65.9
Thiago,2026-08-20 11:39:45,3.5,71.5,65.9
Thiago,2026-08-20 11:39:55,3.1,71.5,65.9
Thiago,2026-08-20 11:40:05,3.1,71.5,65.9
Thiago,2026-08-20 11:40:15,1.6,74.4,65.9
Thiago,2026-08-20 11:40:25,34.9,74.6,65.9
Thiago,2026-08-20 11:40:35,32.8,74.3,65.9
Thiago,2026-08-20 11:40:45,3.5,73.3,65.9
Thiago,2026-08-20 11:40:55,5.4,73.2,65.9
Thiago,2026-08-20 11:41:05,4.7,71.3,65.9
Thiago,2026-08-20 11:41:15,3.9,71.3,65.9
Thiago,2026-08-20 11:41:25,3.5,71.3,65.9
Thiago,2026-08-20 11:41:35,3.5,74.6,65.9
Thiago,2026-08-20 11:41:45,3.5,74.3,65.9
Thiago,2026-08-20 11:41:55,2.3,74.1,65.9
Thiago,2026-08-20 11:42:05,4.2,73.4,65.9
Thiago,2026-08-20 11:42:15,3.8,73.4,65.9
Thiago,2026-08-20 11:42:25,70.1,73.9,65.9
Thiago,2026-08-20 11:42:35,1.6,74.0,65.9
Thiago,2026-08-20 11:42:45,3.5,73.9,65.9
Thiago,2026-08-20 11:42:55,14.0,73.4,65.9
Thiago,2026-08-20 11:43:05,4.3,71.3,65.9
Thiago,2026-08-20 11:43:15,3.5,71.2,65.9
Thiago,2026-08-20 11:43:25,3.5,74.1,65.9
Thiago,2026-08-20 11:43:35,5.7,74.0,65.9
Thiago,2026-08-20 11:43:45,1.9,73.9,65.9
Thiago,2026-08-20 11:43:55,5.4,71.4,65.9
Thiago,2026-08-20 11:44:05,29.3,71.6,65.9
Thiago,2026-08-20 11:44:15,3.9,71.6,65.9
Thiago,2026-08-20 11:44:25,5.4,71.6,65.9
Thiago,2026-08-20 11:44:35,53.1,72.4,65.9
Thiago,2026-08-20 11:44:45,32.7,72.6,65.9
Thiago,2026-08-20 11:44:55,11.6,72.6,65.9
Thiago,2026-08-20 11:45:05,95.8,76.1,65.9
Thiago,2026-08-20 11:45:15,3.1,75.6,65.9
Thiago,2026-08-20 11:45:25,8.1,75.5,65.9
Thiago,2026-08-20 11:45:35,5.0,74.7,65.9
Thiago,2026-08-20 11:45:45,3.5,74.7,65.9
Thiago,2026-08-20 11:45:55,2.7,74.6,65.9
Thiago,2026-08-20 11:46:05,5.5,72.7,65.9
Thiago,2026-08-20 11:46:15,4.7,72.6,65.9
Thiago,2026-08-20 11:46:25,33.5,72.8,65.9
Thiago,2026-08-20 11:46:36,2.3,75.9,65.9
Thiago,2026-08-20 11:46:46,4.3,75.6,65.9
Thiago,2026-08-20 11:46:56,2.3,75.9,65.9
Thiago,2026-08-20 11:47:06,16.7,75.4,65.9
Thiago,2026-08-20 11:47:16,6.5,75.2,65.9
Thiago,2026-08-20 11:47:26,66.2,75.8,65.9
Thiago,2026-08-20 11:47:36,51.0,75.8,65.9
Thiago,2026-08-20 11:47:46,6.9,75.6,65.9
Thiago,2026-08-20 11:47:56,12.4,75.0,65.9
Thiago,2026-08-20 11:48:06,3.5,73.0,65.9
Thiago,2026-08-20 11:48:16,23.8,73.2,65.9
Thiago,2026-08-20 11:48:26,30.7,76.0,65.9
Thiago,2026-08-20 11:48:36,4.2,75.8,65.9
Thiago,2026-08-20 11:48:46,2.3,75.7,65.9
Thiago,2026-08-20 11:48:56,2.7,73.1,65.9
Thiago,2026-08-20 11:49:06,5.1,73.0,65.9
Thiago,2026-08-20 11:49:16,1.5,73.0,65.9
Thiago,2026-08-20 11:49:26,5.4,73.0,65.9
Thiago,2026-08-20 11:49:36,4.2,73.0,65.9
Thiago,2026-08-20 11:49:46,5.1,73.0,65.9
Thiago,2026-08-20 11:49:56,6.2,73.0,65.9
Thiago,2026-08-20 11:50:06,32.6,73.1,65.9
Thiago,2026-08-20 11:50:16,2.7,73.1,65.9
Thiago,2026-08-20 11:50:26,4.3,73.2,65.9
